assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
BASE_00004397	2720	2	ASV153.8	2720	ASV102.10	2720	1000	true	true
BASE_00004398	4494	1	ASV387.0	4494		0	1000	false	true
BASE_00004399	1511	3	ASV507.11	1511	ASV507.3	1453	1000	true	true
BASE_00004400	1233	2	ASV153.8	1233	ASV102.10	1233	1000	true	true
BASE_00004401	1102	2	ASV486.6	1102	ASV476.8	1102	1000	true	true
BASE_00004402	1867	1	ASV300.8	1867		0	1000	false	true
BASE_00004403	4908	2	ASV102.10	4908	ASV153.8	4698	1000	true	true
BASE_00004404	1661	1	ASV150.14	1043		0	1000	false	true
BASE_00004405	2170	1	ASV507.1	2170		0	1000	false	true
BASE_00004406	1244	2	ASV486.6	1244	ASV476.8	1244	1000	true	true
BASE_00004407	2982	2	ASV102.10	2982	ASV153.8	2580	1000	true	true
BASE_00004408	1711	1	ASV507.11	1711		0	1000	false	true
BASE_00004409	1606	2	ASV153.8	1606	ASV102.10	1606	1000	true	true
BASE_00004410	3376	1	ASV300.8	3376		0	1000	false	true
BASE_00004411	1195	1	ASV507.11	1195		0	1000	false	true
BASE_00004412	13116	1	ASV487.10	13116		0	1311	false	true
BASE_00004413	1394	1	ASV579.0	1394		0	1000	false	true
BASE_00004414	1684	1	ASV487.10	1684		0	1000	false	true
BASE_00004415	1556	1	ASV406.4	1556		0	1000	false	true
BASE_00004416	2870	2	ASV507.11	2489	ASV507.9	2450	1000	true	true
BASE_00004417	1279	1	ASV399.6	1279		0	1000	false	true
BASE_00004418	1048	3	vASV57.0	1048	hvASV35.2	988	1000	false	true
BASE_00004419	1086	1	ASV507.3	1049		0	1000	false	true
BASE_00004420	3952	2	ASV507.11	3952	ASV507.9	3511	1000	true	true
BASE_00004421	1365	2	ASV507.9	1365	ASV507.11	1365	1000	true	true
BASE_00004422	1265	3	ASV507.9	775	ASV507.3	560	1000	false	true
BASE_00004423	1952	2	ASV507.3	1941	ASV507.1	1941	1000	true	true
BASE_00004424	1845	1	ASV102.10	1845		0	1000	false	true
BASE_00004425	2169	1	ASV102.10	2169		0	1000	false	true
BASE_00004426	1169	1	ASV507.11	1169		0	1000	false	true
BASE_00004427	1592	2	ASV102.10	1592	ASV153.8	1585	1000	true	true
BASE_00004428	6655	1	ASV387.0	6655		0	1000	false	true
BASE_00004429	1103	1	ASV399.6	1103		0	1000	false	true
BASE_00004430	1248	2	ASV102.10	1248	ASV153.8	1207	1000	true	true
BASE_00004431	2109	1	ASV487.10	2109		0	1000	false	true
BASE_00004432	7910	1	ASV387.0	7910		0	1000	false	true
BASE_00004433	1106	1	ASV406.4	1106		0	1000	false	true
BASE_00004434	1396	1	ASV406.4	1396		0	1000	false	true
BASE_00004435	1571	2	ASV486.6	1571	ASV476.8	1571	1000	true	true
BASE_00004436	1054	2	ASV102.10	1054	ASV153.8	1052	1000	true	true
BASE_00004437	1271	2	ASV153.8	1271	ASV102.10	1271	1000	true	true
BASE_00004438	1062	1	ASV579.0	1062		0	1000	false	true
BASE_00004439	1077	1	ASV300.8	1012		0	1000	false	true
BASE_00004440	2456	1	ASV487.10	2456		0	1000	false	true
BASE_00004441	1438	2	ASV153.8	1438	ASV102.10	1438	1000	true	true
BASE_00004442	4575	1	ASV487.10	4575		0	1000	false	true
BASE_00004443	1412	2	ASV507.3	1412	ASV507.0	1412	1000	true	true
BASE_00004444	2896	1	ASV102.10	2896		0	1000	false	true
BASE_00004445	1278	1	ASV406.4	1278		0	1000	false	true
BASE_00004446	2559	2	ASV476.8	2559	ASV486.6	2547	1000	true	true
BASE_00004447	2780	1	ASV300.8	2780		0	1000	false	true
BASE_00004448	1095	1	ASV476.8	1095		0	1000	false	true
BASE_00004449	3710	1	ASV579.0	3624		0	1000	false	true
BASE_00004450	1274	3	ASV150.14	1010	ASV153.8	871	1000	false	true
BASE_00004451	2349	3	ASV507.0	2349	ASV507.1	2286	1000	true	true
BASE_00004452	2225	1	ASV300.8	2225		0	1000	false	true
BASE_00004453	1091	1	ASV406.4	815		0	1000	false	true
BASE_00004454	1509	1	ASV579.0	1509		0	1000	false	true
BASE_00004455	2195	5	ASV507.3	2194	ASV507.1	2194	1000	true	true
BASE_00004456	1804	2	ASV486.6	1804	ASV476.8	1804	1000	true	true
BASE_00004457	1645	1	ASV300.8	1645		0	1000	false	true
BASE_00004458	2124	2	ASV153.8	2124	ASV102.10	2124	1000	true	true
BASE_00004459	3791	1	ASV487.10	3791		0	1000	false	true
BASE_00004460	2003	2	ASV153.8	2003	ASV102.10	2003	1000	true	true
BASE_00004461	1488	2	ASV153.8	1488	ASV102.10	1482	1000	true	true
BASE_00004462	3702	1	ASV487.10	3702		0	1000	false	true
BASE_00004463	2058	1	ASV487.10	2058		0	1000	false	true
BASE_00004464	1233	1	ASV487.10	1233		0	1000	false	true
BASE_00004465	1637	2	ASV102.10	1637	ASV153.8	1570	1000	true	true
BASE_00004466	1087	2	ASV486.6	1087	ASV476.8	1087	1000	true	true
BASE_00004467	1965	1	ASV102.10	1965		0	1000	false	true
BASE_00004468	1344	1	vASV60.0	1344		0	1000	false	true
BASE_00004469	1905	2	ASV507.9	1905	ASV507.11	1905	1000	true	true
BASE_00004470	1779	2	ASV507.9	1779	ASV507.11	1779	1000	true	true
BASE_00004471	1289	1	ASV507.11	1289		0	1000	false	true
BASE_00004472	5131	1	ASV487.10	5131		0	1000	false	true
BASE_00004473	4611	2	ASV507.9	4611	ASV507.11	4602	1000	true	true
BASE_00004474	3005	2	ASV153.8	3005	ASV102.10	3005	1000	true	true
BASE_00004475	1634	2	ASV486.6	1634	ASV476.8	1634	1000	true	true
BASE_00004476	76118	1	ASV149.0	76118		0	7611	false	true
BASE_00004477	2486	2	ASV153.8	2486	ASV102.10	2486	1000	true	true
BASE_00004478	2765	1	ASV102.10	2765		0	1000	false	true
BASE_00004479	2069	3	ASV507.3	2044	ASV507.1	1982	1000	true	true
BASE_00004480	1273	2	ASV102.10	1273	ASV153.8	1265	1000	true	true
BASE_00004481	1352	2	ASV153.8	1352	ASV102.10	1352	1000	true	true
BASE_00004482	2136	1	ASV300.8	2136		0	1000	false	true
BASE_00004483	3565	2	ASV153.8	3565	ASV102.10	3565	1000	true	true
BASE_00004484	1239	2	ASV507.9	1239	ASV507.11	1239	1000	true	true
BASE_00004485	2692	1	ASV487.10	2692		0	1000	false	true
BASE_00004486	1308	1	ASV507.11	1308		0	1000	false	true
BASE_00004487	3890	1	ASV387.0	3890		0	1000	false	true
BASE_00004488	1037	2	ASV150.14	1037	ASV102.10	1037	1000	true	true
BASE_00004489	1123	1	ASV507.11	1123		0	1000	false	true
BASE_00004490	1665	2	ASV507.3	1665	ASV507.1	1665	1000	true	true
BASE_00004491	3203	1	ASV487.10	3203		0	1000	false	true
BASE_00004492	1014	1	ASV300.2	1014		0	1000	false	true
BASE_00004493	2182	1	ASV406.4	1386		0	1000	false	true
BASE_00004494	1132	2	ASV486.6	1123	ASV476.8	1123	1000	true	true
BASE_00004495	1013	1	ASV551.0	1013		0	1000	false	true
BASE_00004496	1636	1	ASV399.6	1636		0	1000	false	true
BASE_00004497	1223	2	ASV507.9	1223	ASV507.11	1205	1000	true	true
BASE_00004498	5121	1	ASV300.8	5121		0	1000	false	true
BASE_00004499	2896	1	ASV300.8	2896		0	1000	false	true
BASE_00004500	1137	2	ASV507.11	1137	ASV507.9	1114	1000	true	true
BASE_00004501	3184	2	ASV102.10	3184	ASV153.8	3176	1000	true	true
BASE_00004502	1064	1	ASV399.6	1064		0	1000	false	true
BASE_00004503	2115	1	ASV102.10	2101		0	1000	false	true
BASE_00004504	2359	1	ASV487.10	2359		0	1000	false	true
BASE_00004505	4629	1	ASV487.10	4629		0	1000	false	true
BASE_00004506	1378	1	ASV579.0	1378		0	1000	false	true
BASE_00004507	1210	1	ASV507.1	1210		0	1000	false	true
BASE_00004508	3961	1	ASV300.8	3151		0	1000	false	true
BASE_00004509	1410	1	ASV300.8	1410		0	1000	false	true
BASE_00004510	2995	1	ASV487.10	2986		0	1000	false	true
BASE_00004511	1249	1	ASV476.8	1249		0	1000	false	true
BASE_00004512	1383	2	ASV476.8	1383	ASV486.6	1361	1000	true	true
BASE_00004513	3816	2	ASV153.8	3816	ASV102.10	3816	1000	true	true
BASE_00004514	1278	2	ASV486.6	1278	ASV476.8	1278	1000	true	true
BASE_00004515	1153	2	ASV507.1	1150	ASV507.3	1137	1000	true	true
BASE_00004516	1211	2	ASV507.0	1211	ASV507.1	1198	1000	true	true
BASE_00004517	1114	2	vASV47.0	1114	vASV11.3	1114	1000	true	true
BASE_00004518	2414	1	ASV487.10	2414		0	1000	false	true
BASE_00004519	1577	1	ASV300.8	1577		0	1000	false	true
BASE_00004520	1021	1	ASV387.0	1021		0	1000	false	true
BASE_00004521	1309	2	ASV507.9	1309	ASV507.11	1309	1000	true	true
BASE_00004522	1060	1	ASV406.4	1060		0	1000	false	true
BASE_00004523	1135	1	ASV579.0	1135		0	1000	false	true
BASE_00004524	1360	2	ASV486.6	1360	ASV476.8	1360	1000	true	true
BASE_00004525	1331	1	ASV487.10	1331		0	1000	false	true
BASE_00004526	4802	1	ASV487.10	4802		0	1000	false	true
BASE_00004527	1292	1	ASV579.0	1292		0	1000	false	true
BASE_00004528	1435	2	ASV153.8	1435	ASV102.10	1435	1000	true	true
BASE_00004529	1067	2	ASV102.10	1067	ASV153.8	732	1000	false	true
BASE_00004530	2089	1	ASV102.10	2076		0	1000	false	true
BASE_00004531	1484	2	ASV153.8	1484	ASV102.10	1484	1000	true	true
BASE_00004532	1340	2	ASV486.6	1340	ASV476.8	1340	1000	true	true
BASE_00004533	1064	1	ASV426.8	1064		0	1000	false	true
BASE_00004534	1701	2	ASV476.8	1701	ASV486.6	1691	1000	true	true
BASE_00004535	4051	1	ASV387.0	4051		0	1000	false	true
BASE_00004536	1052	1	ASV300.2	1052		0	1000	false	true
BASE_00004537	1459	1	ASV579.0	1459		0	1000	false	true
BASE_00004538	1523	2	ASV507.3	1523	ASV507.1	1523	1000	true	true
BASE_00004539	1196	2	ASV153.8	1196	ASV102.10	1196	1000	true	true
BASE_00004540	1707	1	ASV300.8	1707		0	1000	false	true
BASE_00004541	1386	1	ASV487.10	1386		0	1000	false	true
BASE_00004542	1116	2	ASV476.8	1116	ASV486.6	1111	1000	true	true
BASE_00004543	2427	1	ASV387.0	2427		0	1000	false	true
BASE_00004544	2070	1	ASV387.0	2070		0	1000	false	true
BASE_00004545	2960	1	ASV387.0	2960		0	1000	false	true
BASE_00004546	1610	1	ASV579.0	1610		0	1000	false	true
BASE_00004547	1011	1	ASV551.0	1011		0	1000	false	true
BASE_00004548	1459	1	ASV102.10	1459		0	1000	false	true
BASE_00004549	1137	2	hvASV28.8	760	vASV86.0	759	1000	false	true
BASE_00004550	1201	1	ASV579.0	1201		0	1000	false	true
BASE_00004551	3262	1	ASV387.0	3262		0	1000	false	true
BASE_00004552	1827	2	ASV476.8	1827	ASV486.6	1795	1000	true	true
BASE_00004553	1197	1	ASV507.1	1197		0	1000	false	true
BASE_00004554	1166	2	ASV507.0	1163	ASV507.1	1141	1000	true	true
BASE_00004555	1832	1	ASV300.8	1832		0	1000	false	true
BASE_00004556	1442	1	ASV487.10	1399		0	1000	false	true
BASE_00004557	2356	2	ASV102.10	2356	ASV153.8	2223	1000	true	true
BASE_00004558	2234	2	ASV507.3	2234	ASV507.1	2218	1000	true	true
BASE_00004559	1235	2	ASV507.9	1235	ASV507.11	1235	1000	true	true
BASE_00004560	1321	1	ASV579.0	1321		0	1000	false	true
BASE_00004561	1353	2	ASV153.8	1353	ASV102.10	1353	1000	true	true
BASE_00004562	1095	1	ASV487.10	1095		0	1000	false	true
BASE_00004563	4816	2	ASV153.8	4816	ASV102.10	4816	1000	true	true
BASE_00004564	1242	1	ASV102.10	1242		0	1000	false	true
BASE_00004565	1545	1	ASV300.8	1545		0	1000	false	true
BASE_00004566	2151	1	ASV300.8	2151		0	1000	false	true
BASE_00004567	1224	1	ASV426.8	1224		0	1000	false	true
BASE_00004568	1096	1	ASV387.0	1096		0	1000	false	true
BASE_00004569	7838	1	ASV387.0	7838		0	1000	false	true
BASE_00004570	1086	2	ASV486.6	1086	ASV476.8	1086	1000	true	true
BASE_00004571	15748	1	ASV487.10	15748		0	1574	false	true
BASE_00004572	2768	2	ASV102.10	2341	ASV153.8	2333	1000	true	true
BASE_00004573	1099	1	ASV487.10	1099		0	1000	false	true
BASE_00004574	5698	1	ASV387.0	5698		0	1000	false	true
BASE_00004575	1044	1	ASV507.0	1044		0	1000	false	true
BASE_00004576	1167	2	ASV486.6	1167	ASV476.8	1167	1000	true	true
BASE_00004577	1823	1	ASV300.8	1823		0	1000	false	true
BASE_00004578	1079	2	ASV153.8	1079	ASV102.10	1079	1000	true	true
BASE_00004579	1045	2	ASV507.11	1045	ASV507.9	1037	1000	true	true
BASE_00004580	2082	1	ASV507.1	2082		0	1000	false	true
BASE_00004581	1203	1	ASV579.0	1187		0	1000	false	true
BASE_00004582	1417	2	ASV486.6	1417	ASV476.8	1417	1000	true	true
BASE_00004583	2834	1	ASV300.8	2834		0	1000	false	true
BASE_00004584	1543	2	ASV507.11	1543	ASV507.9	1460	1000	true	true
BASE_00004585	3080	2	ASV102.10	3080	ASV153.8	3068	1000	true	true
BASE_00004586	1534	2	ASV153.8	1534	ASV102.10	1534	1000	true	true
BASE_00004587	5233	1	ASV487.10	5233		0	1000	false	true
BASE_00004588	1199	1	ASV300.8	1199		0	1000	false	true
BASE_00004589	1542	1	ASV300.8	1542		0	1000	false	true
BASE_00004590	1209	1	ASV507.1	1190		0	1000	false	true
BASE_00004591	1391	1	ASV579.0	1391		0	1000	false	true
BASE_00004592	1087	1	ASV507.9	1087		0	1000	false	true
BASE_00004593	1051	2	ASV507.9	1038	ASV507.11	902	1000	false	true
BASE_00004594	2234	2	ASV486.6	2234	ASV476.8	2234	1000	true	true
BASE_00004595	1692	1	ASV487.10	1692		0	1000	false	true
BASE_00004596	1264	2	ASV486.6	1264	ASV476.8	1264	1000	true	true
BASE_00004597	1602	2	ASV102.10	1602	ASV153.8	1592	1000	true	true
BASE_00004598	1662	1	ASV579.0	1662		0	1000	false	true
BASE_00004599	1806	1	ASV102.10	1806		0	1000	false	true
BASE_00004600	1114	1	ASV436.0	1114		0	1000	false	true
BASE_00004601	1480	1	ASV579.0	1480		0	1000	false	true
BASE_00004602	2799	1	ASV300.8	2799		0	1000	false	true
BASE_00004603	1490	2	ASV507.11	1490	ASV507.9	1475	1000	true	true
BASE_00004604	1795	3	ASV174.18	1795	ASV149.0	1795	1000	true	true
BASE_00004605	1920	1	ASV300.8	1920		0	1000	false	true
BASE_00004606	1056	3	ASV507.3	1056	ASV507.1	1056	1000	true	true
BASE_00004607	1257	1	ASV102.10	1257		0	1000	false	true
BASE_00004608	1483	2	ASV153.8	1483	ASV102.10	1483	1000	true	true
BASE_00004609	2033	1	ASV387.0	2033		0	1000	false	true
BASE_00004610	1380	1	ASV406.4	1380		0	1000	false	true
BASE_00004611	1380	2	ASV153.8	1380	ASV102.10	1380	1000	true	true
BASE_00004612	1611	1	ASV487.10	1611		0	1000	false	true
BASE_00004613	1031	1	ASV300.8	1031		0	1000	false	true
BASE_00004614	1209	1	ASV476.8	981		0	1000	false	true
BASE_00004615	2554	1	ASV487.10	2554		0	1000	false	true
BASE_00004616	1136	1	ASV406.4	1136		0	1000	false	true
BASE_00004617	1147	2	ASV486.6	1147	ASV476.8	1147	1000	true	true
BASE_00004618	1007	1	ASV300.8	1007		0	1000	false	true
BASE_00004619	2905	1	ASV387.0	2900		0	1000	false	true
BASE_00004620	3278	1	ASV487.10	3278		0	1000	false	true
BASE_00004621	1029	1	ASV476.8	1029		0	1000	false	true
BASE_00004622	1000	1	ASV507.9	987		0	1000	false	true
BASE_00004623	2125	3	ASV507.3	2125	ASV507.1	2125	1000	true	true
BASE_00004624	1531	1	ASV300.8	1531		0	1000	false	true
BASE_00004625	1354	1	ASV300.8	1354		0	1000	false	true
BASE_00004626	6684	1	ASV149.0	6684		0	1000	false	true
BASE_00004627	2129	1	ASV487.10	2129		0	1000	false	true
BASE_00004628	3503	1	ASV487.10	3503		0	1000	false	true
BASE_00004629	4671	1	ASV487.10	4671		0	1000	false	true
BASE_00004630	1610	1	ASV579.0	1610		0	1000	false	true
BASE_00004631	1687	1	ASV300.8	1687		0	1000	false	true
BASE_00004632	1051	1	ASV399.6	1051		0	1000	false	true
BASE_00004633	1374	1	ASV507.11	1374		0	1000	false	true
BASE_00004634	2317	1	ASV406.4	2313		0	1000	false	true
BASE_00004635	2853	1	ASV102.10	2853		0	1000	false	true
BASE_00004636	1360	1	ASV487.10	1360		0	1000	false	true
BASE_00004637	1870	2	ASV102.10	1870	ASV153.8	1851	1000	true	true
BASE_00004638	2427	1	ASV507.0	2282		0	1000	false	true
BASE_00004639	1949	1	ASV507.9	1949		0	1000	false	true
BASE_00004640	1789	2	ASV507.9	1670	ASV507.11	1670	1000	true	true
BASE_00004641	1414	1	ASV300.8	1414		0	1000	false	true
BASE_00004642	1358	2	ASV153.8	1358	ASV102.10	1358	1000	true	true
BASE_00004643	1796	2	ASV102.10	1796	ASV153.8	1793	1000	true	true
BASE_00004644	1062	2	ASV507.3	1062	ASV507.1	1062	1000	true	true
BASE_00004645	2522	1	ASV387.0	2522		0	1000	false	true
BASE_00004646	3889	1	ASV487.10	3889		0	1000	false	true
BASE_00004647	5623	1	ASV387.0	5623		0	1000	false	true
BASE_00004648	1557	1	ASV507.9	1512		0	1000	false	true
BASE_00004649	3978	2	ASV153.8	3978	ASV102.10	3978	1000	true	true
BASE_00004650	3753	1	ASV487.10	3753		0	1000	false	true
BASE_00004651	1041	1	ASV406.4	1041		0	1000	false	true
BASE_00004652	10904	1	ASV387.0	10904		0	1090	false	true
BASE_00004653	1064	2	ASV486.6	1064	ASV476.8	1064	1000	true	true
BASE_00004654	2434	2	ASV507.9	2434	ASV507.11	2434	1000	true	true
BASE_00004655	2002	1	ASV300.8	2002		0	1000	false	true
BASE_00004656	3112	2	ASV153.8	3112	ASV102.10	3112	1000	true	true
BASE_00004657	3424	2	ASV153.8	3424	ASV102.10	3424	1000	true	true
BASE_00004658	1591	4	ASV507.0	1591	ASV507.3	1460	1000	true	true
BASE_00004659	1770	1	ASV102.10	1770		0	1000	false	true
BASE_00004660	4522	2	ASV102.10	4522	ASV153.8	4521	1000	true	true
BASE_00004661	3486	1	ASV487.10	3486		0	1000	false	true
BASE_00004662	1121	1	ASV487.10	1121		0	1000	false	true
BASE_00004663	3606	1	ASV507.1	3399		0	1000	false	true
BASE_00004664	2139	2	ASV153.8	2139	ASV102.10	2139	1000	true	true
BASE_00004665	3657	2	ASV153.8	3657	ASV102.10	3657	1000	true	true
BASE_00004666	1210	2	ASV476.8	1210	ASV486.6	1178	1000	true	true
BASE_00004667	1154	3	ASV507.1	1154	ASV507.3	1124	1000	true	true
BASE_00004668	1589	1	ASV300.8	1589		0	1000	false	true
BASE_00004669	1539	2	ASV486.6	1539	ASV476.8	1539	1000	true	true
BASE_00004670	1031	2	ASV153.8	1031	ASV102.10	1031	1000	true	true
BASE_00004671	1344	1	ASV406.4	1344		0	1000	false	true
BASE_00004672	1098	1	ASV406.4	1098		0	1000	false	true
BASE_00004673	1128	1	vASV60.0	1128		0	1000	false	true
BASE_00004674	1293	2	ASV507.9	1293	ASV507.11	1292	1000	true	true
BASE_00004675	2431	2	ASV153.8	2431	ASV102.10	2431	1000	true	true
BASE_00004676	1244	1	ASV487.10	1244		0	1000	false	true
BASE_00004677	2194	1	ASV487.10	2194		0	1000	false	true
BASE_00004678	3739	1	ASV507.11	3739		0	1000	false	true
BASE_00004679	2046	1	ASV487.10	2046		0	1000	false	true
BASE_00004680	2309	2	ASV153.8	2188	ASV102.10	2188	1000	true	true
BASE_00004681	11564	1	ASV387.0	11564		0	1156	false	true
BASE_00004682	1158	1	ASV102.10	1158		0	1000	false	true
BASE_00004683	2553	1	ASV102.10	2553		0	1000	false	true
BASE_00004684	1282	3	hvASV28.8	1126	vASV86.0	1121	1000	true	true
BASE_00004685	1232	2	ASV476.8	1232	ASV486.6	1217	1000	true	true
BASE_00004686	2079	1	ASV487.10	2079		0	1000	false	true
BASE_00004687	1186	1	ASV300.8	1186		0	1000	false	true
BASE_00004688	1704	1	ASV487.10	1704		0	1000	false	true
BASE_00004689	6324	2	ASV153.8	6324	ASV102.10	6324	1000	true	true
BASE_00004690	1205	1	ASV551.0	1205		0	1000	false	true
BASE_00004691	1139	2	ASV150.14	1139	ASV102.10	1139	1000	true	true
BASE_00004692	1093	1	ASV399.6	1093		0	1000	false	true
BASE_00004693	2737	1	ASV487.10	2737		0	1000	false	true
BASE_00004694	11624	1	ASV487.10	11624		0	1162	false	true
BASE_00004695	1867	1	ASV476.8	1867		0	1000	false	true
BASE_00004696	1535	1	ASV102.10	1535		0	1000	false	true
BASE_00004697	5040	1	ASV387.0	5040		0	1000	false	true
BASE_00004698	2870	1	ASV487.10	2870		0	1000	false	true
BASE_00004699	1326	2	ASV507.11	1326	ASV507.9	1312	1000	true	true
BASE_00004700	2794	2	ASV507.9	2750	ASV507.11	2750	1000	true	true
BASE_00004701	2269	1	ASV300.8	2269		0	1000	false	true
BASE_00004702	1115	1	ASV387.0	1115		0	1000	false	true
BASE_00004703	2180	1	ASV300.8	2180		0	1000	false	true
BASE_00004704	1093	1	ASV507.0	1089		0	1000	false	true
BASE_00004705	1855	1	ASV487.10	1855		0	1000	false	true
BASE_00004706	3249	2	ASV153.8	3249	ASV102.10	3249	1000	true	true
BASE_00004707	2309	1	ASV487.10	2309		0	1000	false	true
BASE_00004708	1933	2	ASV153.8	1933	ASV102.10	1933	1000	true	true
BASE_00004709	3043	1	ASV387.0	3043		0	1000	false	true
BASE_00004710	1031	2	ASV153.8	1031	ASV102.10	1031	1000	true	true
BASE_00004711	2192	2	ASV153.8	2192	ASV102.10	2192	1000	true	true
BASE_00004712	1632	2	ASV486.6	1632	ASV476.8	1632	1000	true	true
BASE_00004713	1597	1	ASV387.0	1483		0	1000	false	true
BASE_00004714	2451	2	ASV102.10	2451	ASV153.8	2420	1000	true	true
BASE_00004715	2785	2	ASV507.9	2785	ASV507.11	2785	1000	true	true
BASE_00004716	1616	1	ASV487.10	1616		0	1000	false	true
BASE_00004717	3320	2	ASV153.8	3320	ASV102.10	3320	1000	true	true
BASE_00004718	1030	2	ASV486.6	1030	ASV476.8	1030	1000	true	true
BASE_00004719	3226	2	ASV153.8	3226	ASV102.10	3226	1000	true	true
BASE_00004720	1495	4	ASV507.3	1133	ASV507.1	1133	1000	true	true
BASE_00004721	2669	1	ASV487.10	2669		0	1000	false	true
BASE_00004722	1047	1	ASV579.0	1047		0	1000	false	true
BASE_00004723	1382	2	ASV507.9	1300	ASV507.11	1066	1000	true	true
BASE_00004724	1451	1	ASV476.8	1451		0	1000	false	true
BASE_00004725	2841	1	ASV387.0	2823		0	1000	false	true
BASE_00004726	1068	1	ASV406.4	1068		0	1000	false	true
BASE_00004727	1004	1	ASV426.8	1004		0	1000	false	true
BASE_00004728	1533	1	ASV102.10	1533		0	1000	false	true
BASE_00004729	1754	2	ASV153.8	1754	ASV102.10	1754	1000	true	true
BASE_00004730	1446	1	ASV579.0	1446		0	1000	false	true
BASE_00004731	1844	1	ASV300.8	1844		0	1000	false	true
BASE_00004732	1801	1	ASV487.10	1801		0	1000	false	true
BASE_00004733	1357	1	ASV300.8	1357		0	1000	false	true
BASE_00004734	1128	1	ASV399.6	1128		0	1000	false	true
BASE_00004735	1220	1	ASV266.11	1220		0	1000	false	true
BASE_00004736	1105	2	ASV486.6	1105	ASV476.8	1105	1000	true	true
BASE_00004737	1082	1	ASV476.8	1082		0	1000	false	true
BASE_00004738	1619	2	ASV476.8	1619	ASV486.6	1597	1000	true	true
BASE_00004739	1126	2	ASV153.8	1126	ASV102.10	1126	1000	true	true
BASE_00004740	1357	1	ASV579.0	1357		0	1000	false	true
BASE_00004741	1254	1	ASV406.4	1254		0	1000	false	true
BASE_00004742	1397	2	ASV153.8	1397	ASV102.10	1397	1000	true	true
BASE_00004743	1103	2	ASV476.8	1103	ASV486.6	1080	1000	true	true
BASE_00004744	1489	1	ASV102.10	1355		0	1000	false	true
BASE_00004745	1708	2	ASV507.11	1708	ASV507.9	1689	1000	true	true
BASE_00004746	1599	2	ASV486.6	1599	ASV476.8	1599	1000	true	true
BASE_00004747	1094	2	ASV476.8	1094	ASV486.6	1075	1000	true	true
BASE_00004748	10422	1	ASV387.0	10422		0	1042	false	true
BASE_00004749	1164	1	ASV300.8	1164		0	1000	false	true
BASE_00004750	2356	1	ASV300.8	2356		0	1000	false	true
BASE_00004751	1035	1	ASV300.8	1035		0	1000	false	true
BASE_00004752	1217	1	ASV426.8	1217		0	1000	false	true
BASE_00004753	1163	1	ASV487.10	1163		0	1000	false	true
BASE_00004754	2506	5	ASV507.0	2474	ASV507.1	2375	1000	true	true
BASE_00004755	1671	1	ASV102.10	1671		0	1000	false	true
BASE_00004756	1193	1	ASV406.4	1193		0	1000	false	true
BASE_00004757	2141	2	ASV486.6	2141	ASV476.8	2141	1000	true	true
BASE_00004758	3677	2	ASV153.8	3677	ASV102.10	3677	1000	true	true
BASE_00004759	2552	2	ASV153.8	2552	ASV102.10	2552	1000	true	true
BASE_00004760	2240	1	ASV387.0	2240		0	1000	false	true
BASE_00004761	3878	1	ASV102.10	3878		0	1000	false	true
BASE_00004762	1016	2	ASV102.10	1016	ASV153.8	1005	1000	true	true
BASE_00004763	2660	2	ASV153.8	2660	ASV102.10	2660	1000	true	true
BASE_00004764	1059	2	ASV486.6	1059	ASV476.8	1059	1000	true	true
BASE_00004765	1174	1	ASV300.8	1174		0	1000	false	true
BASE_00004766	6565	1	ASV487.10	6565		0	1000	false	true
BASE_00004767	1936	2	ASV476.8	1936	ASV486.6	1918	1000	true	true
BASE_00004768	1959	1	ASV300.8	1959		0	1000	false	true
BASE_00004769	2227	2	ASV507.9	1736	ASV507.11	902	1000	false	true
BASE_00004770	1043	1	ASV387.0	1025		0	1000	false	true
BASE_00004771	1725	1	ASV300.8	1725		0	1000	false	true
BASE_00004772	2646	1	ASV102.10	2646		0	1000	false	true
BASE_00004773	1500	1	ASV102.10	1007		0	1000	false	true
BASE_00004774	1650	1	ASV579.0	1650		0	1000	false	true
BASE_00004775	1860	2	ASV102.10	1860	ASV153.8	1833	1000	true	true
BASE_00004776	2160	2	ASV153.8	2160	ASV102.10	2160	1000	true	true
BASE_00004777	1004	1	ASV300.8	1004		0	1000	false	true
BASE_00004778	3720	1	ASV387.0	3720		0	1000	false	true
BASE_00004779	1402	2	ASV476.8	1402	ASV486.6	1344	1000	true	true
BASE_00004780	2260	2	ASV102.10	2260	ASV153.8	2250	1000	true	true
BASE_00004781	2550	1	ASV102.10	2550		0	1000	false	true
BASE_00004782	1271	1	ASV507.1	1271		0	1000	false	true
BASE_00004783	1670	2	ASV507.1	1670	ASV507.3	1660	1000	true	true
BASE_00004784	1552	2	ASV486.6	1552	ASV476.8	1552	1000	true	true
BASE_00004785	1161	1	ASV387.0	1161		0	1000	false	true
BASE_00004786	2503	2	ASV153.8	2503	ASV102.10	2503	1000	true	true
BASE_00004787	1430	2	ASV507.1	1430	ASV507.3	1381	1000	true	true
BASE_00004788	1008	1	ASV579.0	1008		0	1000	false	true
BASE_00004789	2767	2	ASV153.8	2767	ASV102.10	2428	1000	true	true
BASE_00004790	1207	1	ASV102.10	1207		0	1000	false	true
BASE_00004791	3447	1	ASV387.0	3447		0	1000	false	true
