output_id	origin	original_id	length	sequence_sha256
BASE_00004545	baseline	k141_11166	2960	eabd629e4b4c6ba05d4aa7ebed4661a4893aea880cc5a8e7c09e0fb4ab6969f1
BASE_00004546	baseline	k141_24963	1610	984d69ebd8c360451cac4365799fc67c274fee4d0eb5b5222de416029720b95b
BASE_00004547	baseline	k141_24964	1011	3c2dcbc0c40b7a94db00e47b13e3be10174655da8a8826e683695550509a9d32
BASE_00004548	baseline	k141_3593	1459	10710dd66190991b0270f576a0d014a421cce1e5817cfa1e7e30f1f5a0875d9a
BASE_00004549	baseline	k141_18104	1137	9545b6f1a17c328f6bbfecacecb90f61d430e4246a59cb048d576ce5c2daf86c
BASE_00004550	baseline	k141_11171	1201	1be3fe19e9050dd7581a2ca83cc0cca77a9cb463a64dc9a43dcaf0bb15a078a7
BASE_00004551	baseline	k141_24965	3262	445a175b18e3c9bad9dc237e4e478953e40e09785a86fb4ab96d2b7f20112e8f
BASE_00004552	baseline	k141_18106	1827	feb795104258e617b20cdb6d42b974a27bd3fad76669a25de54704ebc690d6f3
BASE_00004553	baseline	k141_3600	1197	37c7a1adb5f59629af5545676fac39022291fbbac937e66db0275b971b923eba
BASE_00004554	baseline	k141_11175	1166	1cb1e231fb4ddbf830a459f729c13e5e2a3a5234769ada29d22bc669ef2a12da
BASE_00004555	baseline	k141_24970	1832	bbe63491a546a7c841df8160053d266748a8e14b1be30ba1c687fa467ebe50f4
BASE_00004556	baseline	k141_18111	1442	82029aa7df71769780f71c1574e94c01798a7287d256b5f000ce80da19840639
BASE_00004557	baseline	k141_11176	2356	801303c5d4640b61d55a085e69f1e0df4a1dd9a4ceb565bea7b765037b2a620a
BASE_00004558	baseline	k141_18112	2234	a6d083ab41e4a1223871e22226f1e9f8a05e9c520c1673258a189253e2bb6b90
BASE_00004559	baseline	k141_3610	1235	0dbd3a74ee8481a61da5b66317c326fa03e7cbf03e8570390a6083e4f3e209d3
BASE_00004560	baseline	k141_3611	1321	4b25de6f213ebcf05f699c953a87a42fae0ab9a650caf9a8da17de55008b752a
BASE_00004561	baseline	k141_18114	1353	ba4c64bfc7650481e6fcdb55aceefd02d3f82100a0e11854c1c3770d9b74ceab
BASE_00004562	baseline	k141_18115	1095	7783f6409211aebaabb8433916c2a46ff34491822107149c84ba9d74c1e7df5f
BASE_00004563	baseline	k141_11180	4816	0c1a4004833fac5794e761cd5d85eaa199289c685e84e9e0875d928ec8030c11
BASE_00004564	baseline	k141_18118	1242	49eb44a2b66368a7b983607401a110c72c0ed246d4c118c2edd91a4ea0d58019
BASE_00004565	baseline	k141_18121	1545	dbaee9617fad8124d86de5b7337da2cb5d668c18ae0cef1948f3ead121767fd9
BASE_00004566	baseline	k141_11184	2151	26388b969a1eb954156e90592a8cd454968ef544b7a1a6ddaff15441013c2c51
BASE_00004567	baseline	k141_18122	1224	06fc7f606705b078147b063968ea99983a407ca3f0f1075bce6e72eaa32d071b
BASE_00004568	baseline	k141_11187	1096	f8b46e5f383ef887f477d57a2d8623bf75f3d028253b8803e97c5dd927b95887
BASE_00004569	baseline	k141_3616	7838	83cbfb724bf316bfd708fc91abe422e0fb5a4f335ea5fc5db151da3e2fb76df1
BASE_00004570	baseline	k141_11188	1086	fecbf760f5a88e01e18e763ecc204d930cbfc98ee2f66526f19be4752f379ee1
BASE_00004571	baseline	k141_24971	15748	7bcc2d6b02daef0d114b36e0425f4de816121f9f0f6e000b5b81572ce9f05575
BASE_00004572	baseline	k141_11189	2768	250a70159baddcad286981d00a4ff5d109a6addf2f41385c41423ca49fb1c94d
BASE_00004573	baseline	k141_11191	1099	d02bcb7e406e5acb004b4bcedbb52c5f25c16d5860733701f37b470f8221426c
BASE_00004574	baseline	k141_3617	5698	070e9b1eaa12bde49ea2747a18d30d2e6d9914fe584a76afe208304cf3bd853b
BASE_00004575	baseline	k141_18138	1044	d9b2fe356ffceef3b21b77dba0a8e4f134af8317267057f72e1b6a75c2da347e
BASE_00004576	baseline	k141_3620	1167	dc2532e7c8e26c5fb11106e9ace822ccd770a04ea198bddd3a90eb017ab4944f
BASE_00004577	baseline	k141_11195	1823	df2ae92a805fe3c2933f8458c6b355489a8a28ca2ea1672b3517751bb4c9f825
BASE_00004578	baseline	k141_18140	1079	3567705b20febf2c17d280684012a28e5fd454dc6d13d8adaa48577b646300c0
BASE_00004579	baseline	k141_3622	1045	ebf128c2f2fffb56cbbbfcbdad2454344e5318a79e3dfcdd746ad3efcf153d8c
BASE_00004580	baseline	k141_24981	2082	6df7c90c9dce3aa1196df11415042b6dee0b6b4d2dc9b1c8af4ac08b23c539fb
BASE_00004581	baseline	k141_18141	1203	0d49f22adb5cebdfa8d231e36aa7dd7832983d783cf189042aea58154f6062ed
BASE_00004582	baseline	k141_3625	1417	175aeddf38eda327c3cd1ccdf20e3dc93664ed01c28b1fe45cc2d3d73f6099f8
BASE_00004583	baseline	k141_24983	2834	87cb8f1251cd8d554e9b0359b9ad2e1b069472356d8ff9da8570ed2d99b22c65
BASE_00004584	baseline	k141_3627	1543	0eab923ed9e75bedb68befa6de82bda4b44a45aa810955e1ffe8310d5a17bd26
BASE_00004585	baseline	k141_11201	3080	1a9047c35a31553ddf94d9fea5eca5685bdc50ff21f04417973a85f2ea41dc8f
BASE_00004586	baseline	k141_3629	1534	24c46d41eb002f1a5d333b299785675a0caff2219b9d91d7a56ad1637c46ba02
BASE_00004587	baseline	k141_18143	5233	2dcf215c391370df3aefd5d9ace727b2d70a97b739a660ad29db611624552668
BASE_00004588	baseline	k141_24988	1199	64bcc8dd3f88988ee78879f2eaa38409e6e694e084486969248f7a2a33c3108c
BASE_00004589	baseline	k141_11203	1542	e58477ed644f56de4123eb2d2a7c8882d6e89dabd3376140b3511a75cafd8dfe
BASE_00004590	baseline	k141_24989	1209	89b4037999c3a955386e6a40f911cebb1bd854eceb6ce9c45733037f7142aa09
BASE_00004591	baseline	k141_18145	1391	c048e6b9af73e5b9e1fc68e64827f8a849f1957febd2235f336127c950bc4dd5
BASE_00004592	baseline	k141_24990	1087	f979e37bd8571203679d73d677c4b3867bafde2c027b54e7a834933aa92ed681
BASE_00004593	baseline	k141_11209	1051	45040cfda0fe85030e7005eefafa0f39c98898fff905193a7fa98d1ec1c8e7ff
BASE_00004594	baseline	k141_3634	2234	2edf56170527f2b08d4f876e5382501268cbdc3e9eef7a8bc98ed59657ad0e6d
BASE_00004595	baseline	k141_24995	1692	ffb7ad4ec7653653ba3713669ff9f7410b6d48a9e44c8f1b04c28638499c4566
BASE_00004596	baseline	k141_18152	1264	b627f054584b32ba87fd26ef21f203a01068439d12e199bded27934e87501725
BASE_00004597	baseline	k141_11214	1602	3a949b65bdd762b49fbf6503582ea088346271ab50817dd687050439035ba0fa
BASE_00004598	baseline	k141_18153	1662	64dcf7d7f9030dff4566100667222d5978a12a8b728dda80e412d3bd364298ea
BASE_00004599	baseline	k141_24996	1806	1b086e4c260af47358bc645fffb7ecd6ce5db43134342584f4000597c6afab44
BASE_00004600	baseline	k141_24997	1114	b3291aab0c6d8b95624b98f357f00c0819f761ba1e82b7e09f7d5eff15f09562
BASE_00004601	baseline	k141_18155	1480	0e44bb5f3ba7bfad908f85c1c9e8faeae492a55ba70b3902db6e3841872b1044
BASE_00004602	baseline	k141_11217	2799	957821f4dbb792a996e8f02ce3c77534fd7ed3eed5d91bdf168cfb360d765d96
BASE_00004603	baseline	k141_24999	1490	1fe86778b21f14d8d9f17a44217af255b7daf11a3b7105194593f7db9decb357
BASE_00004604	baseline	k141_18156	1795	e2838312d8c27b71fc5e240fbbb050272d09d8f45bd8775a9aa648b579944ce4
BASE_00004605	baseline	k141_3645	1920	b99dcc9a6eaf9e1aa707eda3fbc8340cd3b379b28730ca0fe66b6024a1c0489b
BASE_00004606	baseline	k141_25000	1056	9c45bc5d95b36dcd164cf8b318d150461b1be84323d56cd7a7e1d8125c3a0210
BASE_00004607	baseline	k141_18157	1257	82c0a77f2cfe30fe9239e6b11064e91b018d71ab730be7eedff7c6632328b7fa
BASE_00004608	baseline	k141_18159	1483	b1204a8810fabfe50792d5ed556435e1aca8c1013329ecfde375b9c6c23346b2
BASE_00004609	baseline	k141_25006	2033	01b6738b8ed18db4d6b12766b402805091a5a6d8ce66801c0c2ada2fb722a457
BASE_00004610	baseline	k141_11224	1380	70e8b7c3ea1d71f714417f089fda2c6a14bcdbc9ee8fbf6711401e3c4ad2b3e8
BASE_00004611	baseline	k141_18162	1380	8080bb15cd7141dce9917cffd8128d38f7d6cd10614467d2108f3169e30903d7
BASE_00004612	baseline	k141_11226	1611	a145658bc1b5b59214f4df24ea7256215cae3526ec265b99d07fb5980eed2ad8
BASE_00004613	baseline	k141_25010	1031	9ecde9b9fb76ebaad94307bde42b0f464604dea6985318fa43bd37a809fb3db8
BASE_00004614	baseline	k141_25011	1209	1f2f8f55fad785680a7f173d706f36adb2c6dd10a57e39ff24e66608aef97472
BASE_00004615	baseline	k141_18164	2554	85b1cc1598f377651f1e428599cd638f6ddea0fcb64ec4bf628aaa6e55abcda3
BASE_00004616	baseline	k141_3658	1136	a15067f12d09e4214cb1b9750dcac577eb676b6e65fe2545678e3a72e48c0758
BASE_00004617	baseline	k141_18167	1147	d36aba5398e45430fd4ba6ad3cc80e1fbed858518ccb114ffeaecb5772a79a84
BASE_00004618	baseline	k141_18168	1007	7103995eef38148473dc77271f0e7d1b3be601a04beefb99dcfde54f40f853d1
BASE_00004619	baseline	k141_11233	2905	274678c5f2d7eec209b8e8aa62f4400ad9892d756d8cae7cd225e73c8780b202
BASE_00004620	baseline	k141_25013	3278	ee2d141f974084cbda07114f471bef0e74e4044097a955b786c5146aff388514
BASE_00004621	baseline	k141_18169	1029	aefdd832b795bdc91a1a272ab53c09ccd464cecfe6313ac802f20719ff288e95
BASE_00004622	baseline	k141_3662	1000	4cf2fbf5525599e7c26bfebd89c849b89224c5a600030bc1ef65bcccd68bc5ad
BASE_00004623	baseline	k141_25017	2125	3b37b40bdafa1de554daa14f0188691ccba1ca646a0f56fe19725ccaad0a7e4f
BASE_00004624	baseline	k141_11240	1531	8503302fb3e77d6e8f2e24ad497663ec3c41a7a27fb8ab4f3cf1e14c141b5c9c
BASE_00004625	baseline	k141_25018	1354	be3806e1947316216b7bc2ad775ac0c6671fd3426651444647e4332cbc94dbae
BASE_00004626	baseline	k141_18171	6684	c429e6b5f0ba2c3830b0c4893d180beb89198604c82bfcc29a5a83f8ccfda78f
BASE_00004627	baseline	k141_11245	2129	40ce1f60e639886a0b2619e26245919e85888460f0cdfd4c03f2e3eefd141ee2
BASE_00004628	baseline	k141_3670	3503	0cae192d92e91524648af77fcaa2264959f607df520e43200214ca19245cef5d
BASE_00004629	baseline	k141_25019	4671	c69bcfba11aa307a0e29cd69d5a4fcebb7da55ed1bc18acce6de21c941d6a30f
BASE_00004630	baseline	k141_3671	1610	f87444c7b5ae05c8b53d6cefcb17bcd869c686fb2c2ea7335ce4bd2c87345af2
BASE_00004631	baseline	k141_18173	1687	f5c8a6913011b2aba993d19df8e2aa31997b5a2d88fd9edb8bd73528dd788aa2
BASE_00004632	baseline	k141_11249	1051	98ee2300b9a2895c2963e625e75d23ce9604798419d2323acb3180932d4aaaf1
BASE_00004633	baseline	k141_25020	1374	f8da1835c6847599b7e8456f05e28a94b72edb1c691a4e1a5476352d3fd8a111
BASE_00004634	baseline	k141_3672	2317	0f3728a77831b8870cb905b37c5d27e172366024b7b1b08d6878ee2b3dd08478
BASE_00004635	baseline	k141_11251	2853	2dbf23da28c2d4cd52780ca031023a390c99a8b7ba8f9aeb44a0a3359567defd
BASE_00004636	baseline	k141_18179	1360	c07c819e2ea17a849119684c540de1bae194e001b6c8a124e6ac0c2bab32af46
BASE_00004637	baseline	k141_11252	1870	3b56c64a32fb70ba6f2d1735e1537db457a33774f164e08ffd948b8e51726970
BASE_00004638	baseline	k141_25026	2427	c69d984b9203c3772dfae5b56be8e26ffa93032c76c34f6dceb07fdb949f46ee
BASE_00004639	baseline	k141_3674	1949	9ee26656d51b2aba9afbe8070cb17a4db8eb6b0d672b98ed261679d4380b1b91
BASE_00004640	baseline	k141_18182	1789	25c08c84b8c341766915efb939fc211e522086b0f8188964ff56141348d1367a
BASE_00004641	baseline	k141_25028	1414	9e32eab570f35499c4548b275f4c20a76ecb7bb163009d20f386552e1e0ae37a
BASE_00004642	baseline	k141_11254	1358	1c0b50650530a795a58d5c4ce9b39232ac5832f9f9ae9ca3fde1a897c53bb89e
BASE_00004643	baseline	k141_3675	1796	29763bafc856ce4d31b2f31f453573a5973475acb627a6e390bf53d799397511
BASE_00004644	baseline	k141_11257	1062	6648ad76d1bd2aeae568772790f589c797cd30e3960fc0ce3df75ea089d1d5f1
BASE_00004645	baseline	k141_11259	2522	90c55be220971e6eff79eeb907e78061e8d000bcdeb7486541e4f782d6c6e705
BASE_00004646	baseline	k141_3677	3889	b3c4a7dd98696b522d05b2cc28916287626ade7173e5a8541dcf121fb5119c63
BASE_00004647	baseline	k141_25031	5623	d60cb3df059bfe6409209cab639ab3c67cc5d23aa013abeb0cf782274d4dd02f
BASE_00004648	baseline	k141_11261	1557	0918130e1d01f3167967e60159670593d604c8a8288ffc5d26a9c495490c2336
BASE_00004649	baseline	k141_11262	3978	85ca2dc2cfbdb8d6117af6130d49d80b21187c6f0a19a442902072db02ce087c
BASE_00004650	baseline	k141_3678	3753	89bce3dc584e4f8cba342fc91cf0087e3b4abc80ee74428bb43d49134a1e642c
BASE_00004651	baseline	k141_25041	1041	132662ac8876066f8056ba6972ef0fed4b09043ee4380fb438b1e327ea6d2fbc
BASE_00004652	baseline	k141_18184	10904	c34980ff55a705a215ff01d2ae74a2a310963aacaf7e83e61510fb32d09e56c8
BASE_00004653	baseline	k141_25044	1064	0f45e7c8d3ec4148f9a132a7ef6344dbc2fbdf3e3aa9618c8dbb30e2f4ff3e4e
BASE_00004654	baseline	k141_3679	2434	724dce5e7635941797d7470abcec02bbe18ea4cd868270cddd9194e10b2252d0
BASE_00004655	baseline	k141_11265	2002	bdeeeb85331cf909a8905ac5c095caf6f3170cabe50c6a7813be50d48ae570bf
BASE_00004656	baseline	k141_25045	3112	b04edb8321f3c180f30f94321ced1b7e3386d0ded7e26b32713608ee1a732e5b
BASE_00004657	baseline	k141_18189	3424	0ee8a2edcc7ec489addd23ec0f223e0ce6d284ab6fdf9d1d104cce776ad3d31b
BASE_00004658	baseline	k141_3684	1591	0e7d8d6d09e5660f5656b82f91f3088e943a7a5b11bbfcaffa846d49346dae09
BASE_00004659	baseline	k141_3685	1770	14b9e846afb03dd988aa312dfe3bab4d0690af08be94e5b143aa870e4532aa8b
BASE_00004660	baseline	k141_11267	4522	b09d71912a153d0f6c01464ff3d7a89d8f9c309813146f982a56b999481317e9
BASE_00004661	baseline	k141_25051	3486	083702ebcc2a926d6cf55f37ced189b615ea56efb97008465779a689fa2d0925
BASE_00004662	baseline	k141_18199	1121	5c2cad24f9c94dfe3580baf6d4c913cde228b8ae64d1fd20720cc0fb46c01434
BASE_00004663	baseline	k141_11268	3606	9e10e9ce7adf83b74b8ab90bd1bc4ae03a79a414f7d890b5b106565a74b37482
BASE_00004664	baseline	k141_25052	2139	7b30232363b1e6ffc8fc1faff0574724ee6824eef537d3c2e7f4609de22e1835
BASE_00004665	baseline	k141_3690	3657	ed642226afff554430a3fbfa5a80c942bce7bd7a472e286b75ff7ab176fee67f
BASE_00004666	baseline	k141_25053	1210	a57458668bd4a3f81b82e12eddf39926710002ae34c116828836beb43ef4219b
BASE_00004667	baseline	k141_11274	1154	36ca077f775ca29ab34e250d4534d2f157f1ad79e7d270f99489e455a9cb50df
BASE_00004668	baseline	k141_18204	1589	ab03999f3ed31cf446458a312c872ebb8533cae25f4b5b1ad4695bc832f627aa
BASE_00004669	baseline	k141_3692	1539	6576b1e63f8d3dfa6429180f781dcc66f43163678997a0881f7d576a37d07500
BASE_00004670	baseline	k141_11275	1031	e35409b17abcd1a6b46638d5f0fbe5dcb7af23dd91a79f56639f2c4dad3c7a32
BASE_00004671	baseline	k141_18206	1344	078c25dd60ddfca7e49948798c29389d5bb14f120592e45e2692afb609c4c451
BASE_00004672	baseline	k141_3696	1098	108d211521317b044ab2cd05396750b31f40b6c78f6846dde08898208fae3588
BASE_00004673	baseline	k141_11280	1128	ee0fe9c65a0a0806697a602f2ff500e9a440e7f1839822b8340434443dba8a28
BASE_00004674	baseline	k141_3699	1293	ffc6229a893e85a03370481fe348eaea03e992a020f8183812d244ab2c7f9db6
BASE_00004675	baseline	k141_18212	2431	feaa320afc87551df2e6c02d93587078f296d3a42d47a6468a9a63ae06531731
BASE_00004676	baseline	k141_18213	1244	0bc5a292f327c593b6cd641e280233b8642c947d85e4dac257b454510dd6c9c8
BASE_00004677	baseline	k141_3701	2194	8068ca8e955e4645c58d19d21818ccd1688a69b8c0cca27c609cd8d91632f4c4
BASE_00004678	baseline	k141_11284	3739	6e38ad379234e5bc5d15649b99cf22312b543db96dabf481cc070983487bde84
BASE_00004679	baseline	k141_3702	2046	0d24e1ba3bd9850ba81ac37f7e515e97d7c2414ac7b7f11d2a31d7b6657f59a2
BASE_00004680	baseline	k141_18216	2309	7ac9a10d2d85c0acc71a8ab470ecc94444341d0c364f536d5e18609fb7922d49
BASE_00004681	baseline	k141_25054	11564	76b9fa06e6876ebca7233f01ca9f7d58377d522ecd90abcae82dc10d0a67450f
BASE_00004682	baseline	k141_3706	1158	8978b96268e3e3fecc3c3a6da069a3858eff89805eac8fa05ebad5e1c83020bd
BASE_00004683	baseline	k141_25055	2553	2d684a01181de3c1338b32bb8cc31ad3a932036ef2efb7a3977acb3f20fa73ff
BASE_00004684	baseline	k141_3707	1282	caf1a195678f24a44a18b40ac26d82828f6df4a40cdc60f8bd80642cba4ce66c
BASE_00004685	baseline	k141_3708	1232	45c5c859e1e2c650390053614663ad23c6e1af62dcf18fc1fe2f0da468b5f53d
BASE_00004686	baseline	k141_25057	2079	ffb2f8cc97861a60f3532f99cb6e7c3ae6b07c6b8e87c6f16f60c599994e43ad
BASE_00004687	baseline	k141_25058	1186	b794400e8723f86d939d10611c5d71b566e1b80aa541ae343a858f31089f7d51
BASE_00004688	baseline	k141_3709	1704	e0cb7386c517ecdf09fa09ad08a365b5e613d8eac3b69207f6b236ec3443a008
BASE_00004689	baseline	k141_18218	6324	759f8dfa47050db4e6dbd7b635718c7d647e2f5a9c73268385e8b7c9ed6390a0
BASE_00004690	baseline	k141_3710	1205	d7add50c3d019bbaada6159653494d812df7127a453224219b740fbe6c66556c
BASE_00004691	baseline	k141_3711	1139	524327a4c1425dd4d9deb387087c659b880c65dc3163ece4f63b8b12cba4cbb0
BASE_00004692	baseline	k141_3713	1093	c2daf581ed99e9f61da82df5734e66eaa4b2ef5407d9495dfcca096cd34ec21a
BASE_00004693	baseline	k141_18221	2737	7b5db3e577b2a1c9931ad4ab518fa9af4804ece17412411afedd3f4f391f356a
BASE_00004694	baseline	k141_11286	11624	7c6d097292fdbb4e24906a98319dc780386f4325392166bd30291220da2be4fa
BASE_00004695	baseline	k141_18222	1867	76a7d847e725d5597501eb2b9ffa69e1101a9a528ea58e6bf8a6cac130adc1c2
BASE_00004696	baseline	k141_3716	1535	c9d6f7cea9f0b41879dc266eb00e301db96e621a7de1931e646405f9c4f0a0c5
BASE_00004697	baseline	k141_25066	5040	2a48719733d894bfbfe88ed8b113689ec3fac5bcf4d13103a1ad518e5b46dff4
BASE_00004698	baseline	k141_18224	2870	5631c632997a8c6fdac877fdc52351ca29e681514909ff813c0a3321914a9bdf
BASE_00004699	baseline	k141_25067	1326	efe4ec40fd57e4e36f607620630181dbca7e846f627db7218bbccc7e1b66626c
BASE_00004700	baseline	k141_11295	2794	265d46c0932e49718327a002d591f6035d7c9a4af759697b4d74305a0458a5d9
BASE_00004701	baseline	k141_3725	2269	e7ddeb2b4f27f8b5fd0cdea5c85b52ec6b44f3c07c0a43749abd42378728b781
BASE_00004702	baseline	k141_11297	1115	a960750842c2c41f3b1f0330deadc95c89342a3797172c1114feea1ec1d095a7
BASE_00004703	baseline	k141_25070	2180	107ccdf2a3e8491c8c75fd8b1dc12438f1619f2462ca98c928b2348864396b8e
BASE_00004704	baseline	k141_18232	1093	6abb9b7a0991518bf7d5ab2490d9c507e49afae79c95673e19ecce2ef8857b46
BASE_00004705	baseline	k141_25071	1855	aea895db39e42de77199caa5a1a12e30e7cd9a72c25f80f3df3396a195f3372d
BASE_00004706	baseline	k141_3726	3249	fbc2d744da82a5e717b6d20b818f03817dde9f75364b8935e2d2b52451cec481
BASE_00004707	baseline	k141_11299	2309	9deecf686fc92b6297a1fb6b651c31038b5f2ef564c47e38053879a4e6182a49
BASE_00004708	baseline	k141_11300	1933	37fbe8433d78f5db955ca74e51107f483e3008fb42ddf9372035bd23c3e10066
BASE_00004709	baseline	k141_25075	3043	1ff8b46df50363384aeececa1e1c8fc126271d26a406085e8f0abce203adcc69
BASE_00004710	baseline	k141_11304	1031	c58eec09ceb2114abb056d3d200a1c613598d84e5fc021e5d4bf082679665dc6
BASE_00004711	baseline	k141_3732	2192	9200bbe6053f5182642d5ca4d6048c0a36c069cd319aa9ff2492fd529d352f28
BASE_00004712	baseline	k141_11305	1632	47908ce1ef4e95879f45df95b5c130802f8af7ce12960437db10d1005d8483f2
BASE_00004713	baseline	k141_3736	1597	bac117fa97f0553204a1bd8befb339643e6e8a3fddb652ac25e284b2ecbdfd92
BASE_00004714	baseline	k141_11306	2451	6a246a16e9cb156b01a3edbeb11231dc2622fe06b642f414bffc8ff67addc37b
BASE_00004715	baseline	k141_3738	2785	9d7945b20e76557ebc3d509688585030062589058819682958959fc708057238
BASE_00004716	baseline	k141_11309	1616	74d773e941aac395375aa1b7983f1aab857aa66117532d79fecb5cbbba9adc9b
BASE_00004717	baseline	k141_25081	3320	0472a277d8f6c2f1908b431e42f27f45564fa6930d259b69ad9902dee38cc8ba
BASE_00004718	baseline	k141_11311	1030	7622ef22fc441d14dde41fa6b473e05afc359e813913f4c2f1dc8b9b25c3a10d
BASE_00004719	baseline	k141_3739	3226	2f96019644f4141e74e3018dc8248eac185c3e18ffab2e63da80a75cd53f618e
BASE_00004720	baseline	k141_11313	1495	8c2cb513ddf055333328cd8da2437ca13b765800a11e7ce1a2836ca575e5b163
BASE_00004721	baseline	k141_25084	2669	6ce807061a7ff983a95905ecfd54028c6581f5f6f6733c0b28b6e12f3f004b4e
BASE_00004722	baseline	k141_11318	1047	dfc28d76c0f6ef1f47864dcafae4af2562f190f1686f5c9977ac7a119238ed85
BASE_00004723	baseline	k141_11319	1382	1e5e3c83cca6944ca4c9b56db59609dbc971e207d8d7f3bb7b5c3d9908cdefff
BASE_00004724	baseline	k141_25088	1451	8d841b5a61782d22f650065c84b871491b852fcf874d5be8dd70a54513bf3fe4
BASE_00004725	baseline	k141_3745	2841	4610279db091319541160c1e98602989eaf3dc869b9a6184f6bc73662cdc4756
BASE_00004726	baseline	k141_11321	1068	556a0e1ed554f202f5617b0b55cd67f2ffebf8877eea8798d54277a4571e9674
BASE_00004727	baseline	k141_3747	1004	e012bdc24a8e90928fe4b4512ceab723c4776dd9da9508c7f80de6ef2c3f6091
BASE_00004728	baseline	k141_25092	1533	cde4ee5ac4e587f1603bd25917400e6897423b4b5af606c1e2096685612a503a
BASE_00004729	baseline	k141_11323	1754	ae6b3936395dd442af453dbbd491b6effb7f08dd11a102b80a2f2b48ae844352
BASE_00004730	baseline	k141_3748	1446	66d01f39d62338a5388d7288f6f8adb0a0def8be6a4d692eecd5953f067e0d63
BASE_00004731	baseline	k141_25093	1844	ff501a0719491bc084a71dd15f325ad4699c74997d7cf550f8fe1dee28be17f1
BASE_00004732	baseline	k141_11324	1801	76bf880d3c5c099f29249d2ff74bf3c091b8db3466e3bb261e16cb119eddd1b8
BASE_00004733	baseline	k141_11325	1357	fed8ad1bc16a0dc2841c6876038e34db2b6ad04443de0e7eec34fbb297d8093c
BASE_00004734	baseline	k141_25096	1128	5905ec9fca5343f6cbfe99757cb4e369cf187d91985731d3d7b1841cf91d9e23
BASE_00004735	baseline	k141_3753	1220	b8d34c165d09d980427b4e9698a885e791dbb94103a2c22037cffffb19427a17
BASE_00004736	baseline	k141_11326	1105	00ffc590bae5d6c6bffb22e3466a828b3fe77ef12a2fc257b27549ee52a65ef4
BASE_00004737	baseline	k141_3756	1082	c9f11a0090a162e240c6391d6e3fb1bc640c80766af7bc63f1fa85610e7ee1e2
BASE_00004738	baseline	k141_25101	1619	0af96ab2c40c3ffd1bb634ae5320b15bdee1890708e6eb364111a3d9d9abba70
BASE_00004739	baseline	k141_25102	1126	0cfaec7c79d4772ec9da7e157809119acc13eb73907d69296d5d20f88f57e043
BASE_00004740	baseline	k141_3760	1357	efa3017c8063c2e80039dedf14c8f023b7a81ec449bf3c6fc0509c2e5bd76461
BASE_00004741	baseline	k141_25103	1254	28a5fb2c59aa3bfcc4235590c285e0d2d8f28e7396a9eb9e1e1625c8725dd1d0
BASE_00004742	baseline	k141_3761	1397	920f9be57850d5f1e2a9e49caf85139e2d1a1d11b935ed3c74fe75d053ddd1f5
BASE_00004743	baseline	k141_3763	1103	68ed3061678c7ad7555b261407deb20d724ca488c91ce10a1ac2fc4fc3f9a01b
BASE_00004744	baseline	k141_25107	1489	4b189ffe024ccdf51514717d47db55d5a584eede55ca6614ee87454795bf731d
BASE_00004745	baseline	k141_3764	1708	181a1cca6780cecd83bf54a9c3145864903b1132c5dda6465e038c44b5ed2c30
BASE_00004746	baseline	k141_25108	1599	125634bf4b973e23c0172d526966cfd5fd1a5409c173ed85fa778a3c3c941338
BASE_00004747	baseline	k141_3765	1094	0e6a02d3cd98cd7f28e708b23a4ce0a1b5799d226a07c11d5e12e3aa95394849
BASE_00004748	baseline	k141_11329	10422	b7dc517f1fae7640cd12bd2aca010c6ddb1d4f592cd722383a2be2c4be9fa4a8
BASE_00004749	baseline	k141_3769	1164	073a8832c2821de8627e2a314f48475777bc58f320b11cd7b8c55a65fc1e2cb3
BASE_00004750	baseline	k141_25111	2356	96c7fd6d3f856e02b08d78f87d5a18a35fef2fc085181ad6c5688f45737913c4
BASE_00004751	baseline	k141_11331	1035	566fc0302b4c5217be44111d2713b4989c30509b73d7ff743327a758379bb6b0
BASE_00004752	baseline	k141_3771	1217	63605894a0cffb99da7cb44ff644d9dfc0087566ca1d4b2c204b84d4c3de3bfa
BASE_00004753	baseline	k141_11333	1163	630038dd091152a271b8a40dc5edfb95f542a19272ad96435ee90a76e41da5bb
BASE_00004754	baseline	k141_3776	2506	098291435eb4dba59c3ff1e09ba0b6df71f18d410475b02451d3f53b34e69fd6
BASE_00004755	baseline	k141_11338	1671	15cb7463ae4cb7a44fd227e7eac5e181fc5d8a6e0618164b26c47eb5633b529d
BASE_00004756	baseline	k141_25122	1193	cb8b838ac46fa4165f944a8113bf2c1ee824055eb6c16912999a48c8d4c8e2b5
BASE_00004757	baseline	k141_3778	2141	9ac6782fdc35604e3bfba96977e6fef1089d7d17e85c548e9c03e027e730602c
BASE_00004758	baseline	k141_11341	3677	a2b6cff3198f83c1a47bc2a6f64d44a366db7a89df409e05c4a0d6c6ed341001
BASE_00004759	baseline	k141_3781	2552	8598189018388ba39ea420285c78fe3501b093b03d367a82a29ea9af5098b233
BASE_00004760	baseline	k141_25133	2240	d723d4a577b0357a4437b405d51c16156295590df43e5534ea4abf193bcebbd0
BASE_00004761	baseline	k141_3783	3878	eca0498ff5a2badba61190ed446f08839d8b7c8f32eae966b63463da97eeb40a
BASE_00004762	baseline	k141_3784	1016	0907d143b02e83dfb26d8bd0f1775b45892eef11f82aaacd9314d42f0ab29418
