pmcid,title,stage,reason
PMC10981755,Untargeted metabolomics-based network pharmacology reveals fermented brown rice towards anti-obesity efficacy.,metadata,no_intervention_signal
PMC10416792,Network Pharmacology and Molecular Docking Reveal the Mechanism of <i>Isodon ternifolius</i> (D. Don) Kudo Against Liver Fibrosis.,metadata,no_intervention_signal
PMC12115173,The &lt;i&gt;Cordyceps&lt;/i&gt; Genus as a Potential Source of Bioactive Compounds for Adjuvant Cancer Therapy: A Network Pharmacology Approach.,metadata,no_intervention_signal
PMC9548373,Deciphering the pharmacological mechanisms of <i>Chaenomeles Fructus</i> against rheumatoid arthritis by integrating network pharmacology and experimental validation.,metadata,no_intervention_signal
PMC9135531,Molecular Mechanism of the Effect of Zhizhu Pill on Gastroesophageal Reflux Disease Based on Network Pharmacology and Molecular Docking.,metadata,no_intervention_signal
PMC11475103,Predictive Analysis of Yi-Gai-San's Multifaceted Mechanisms for Tremor-dominant Parkinson's Disease <i>via</i> Network Pharmacology and Molecular Docking Validation.,metadata,no_intervention_signal
PMC10508485,Mechanism of Polygonum capitatum intervention in pulmonary fibrosis based on network pharmacology and molecular docking technology: A review.,metadata,title_pattern:\breview\b
,Acupoint Application Therapeutic Mechanism for Novel Coronavirus Pneumonia: A Network Pharmacology Analysis,metadata,no_pmcid
PMC10830801,Exploration of the hypoglycemic mechanism of Fuzhuan brick tea based on integrating global metabolomics and network pharmacology analysis.,metadata,no_intervention_signal
PMC11187852,Effect of black cloth ointment on hypertrophic scar formation: An investigation using integrated network pharmacology and animal assay.,metadata,no_intervention_signal
PMC9476713,Investigating pharmacological mechanisms of andrographolide on non-alcoholic steatohepatitis (NASH): A bioinformatics approach of network pharmacology.,metadata,no_intervention_signal
PMC7148629,Network Pharmacology,metadata,no_intervention_signal
PMC10824110,Mechanism of pachymic acid in the treatment of gastric cancer based on network pharmacology and experimental verification.,metadata,no_intervention_signal
PMC11119275,"Exploring the mechanism of 6-Methoxydihydrosanguinarine in the treatment of lung adenocarcinoma based on network pharmacology, molecular docking and experimental investigation.",metadata,no_intervention_signal
PMC12821701,"In Silico Investigation Reveals &lt;i&gt;IL-6&lt;/i&gt; as a Key Target of Asiatic Acid in Osteoporosis: Insights from Network Pharmacology, Molecular Docking, and Molecular Dynamics Simulation.",metadata,no_intervention_signal
PMC10593550,Deciphering the Molecular Mechanism of Escin against Neuropathic Pain: A Network Pharmacology Study.,metadata,no_intervention_signal
PMC10209553,Network pharmacology: a systems perspective possible underpinning approach for oral cancer treatment.,metadata,title_pattern:\bperspective\b
PMC12086630,Integrating experimental and network pharmacology to explore the pharmacological mechanisms of Dioscin against glioblastoma.,metadata,no_intervention_signal
PMC11365180,Identification and validation of autophagy-related genes influenced by paris polyphylla in tongue cancer using network pharmacology.,metadata,no_intervention_signal
PMC12125342,Chlorogenic acid attenuates oxidative damage in rat lacrimal gland epithelial cells via PI3K/AKT/FoxO3 signaling: network pharmacology and experimental evidence.,metadata,no_intervention_signal
PMC11284407,Evidence construction of Jinshuibao capsules against stable chronic obstructive pulmonary disease: A systematic review and network pharmacology.,metadata,title_pattern:\bsystematic review\b
PMC12321764,"Assessing the potential impact of salidroside on Chikungunya virus-induced acute interstitial nephritis via network pharmacology, molecular docking and &lt;i&gt;in vitro&lt;/i&gt; experiments.",metadata,no_intervention_signal
PMC11069382,Integrated Network Pharmacology Analysis and Experimental Validation to Elucidate the Mechanism of Acteoside in Treating Diabetic Kidney Disease.,metadata,no_intervention_signal
PMC8974230,Utilizing network pharmacology and experimental validation to explore the potential molecular mechanisms of BanXia-YiYiRen in treating insomnia.,metadata,no_intervention_signal
PMC11818621,Network Pharmacology Analysis and Biological Validation Systemically Identified the Active Ingredients and Molecular Targets of Kudzu Root on Osteoporosis.,metadata,no_intervention_signal
PMC9901954,Investigation of the efficacy and pharmacological mechanism of Danhong injections for treating chronic obstructive pulmonary disease: A PRISMA-compliant meta-analysis and network pharmacology analysis.,metadata,title_pattern:\bmeta-analysis\b
PMC6152294,How Can Synergism of Traditional Medicines Benefit from Network Pharmacology?,metadata,publication_type:review-article review journal article
PMC9029140,Integrating Network Pharmacology and Molecular Docking Approaches to Decipher the Multi-Target Pharmacological Mechanism of <i>Abrus precatorius</i> L. Acting on Diabetes.,metadata,no_intervention_signal
PMC12387383,"Screening and Assessment of Hypoglycemic Active Peptide from Natural Edible Pigment Phycobiliprotein Based on Molecular Docking, Network Pharmacology, Enzyme Inhibition Assay Analyses, and Cell Experiments.",metadata,no_intervention_signal
,Acupoint Application Therapeutic Mechanism for Novel Coronavirus Pneumonia: A Network Pharmacology Analysis,metadata,no_pmcid
PMC8812605,Network pharmacology-based identification of miRNA expression of Astragalus membranaceus in the treatment of diabetic nephropathy.,metadata,publication_type:research-article systematic review journal article
PMC9504187,Network Pharmacology of Adaptogens in the Assessment of Their Pleiotropic Therapeutic Activity.,metadata,publication_type:review-article review journal article
PMC9712457,Exploring the potential mechanism of Fritiliariae Irrhosae Bulbus on ischemic stroke based on network pharmacology and experimental validation.,metadata,no_intervention_signal
PMC10659600,Network pharmacology and molecular docking study on the treatment of polycystic ovary syndrome with angelica sinensis- radix rehmanniae drug pair,metadata,no_intervention_signal
,Deep Learning-based Network Pharmacology for Exploring the Mechanism of Licorice for the Treatment of COVID-19,metadata,no_pmcid
PMC11846491,"Combining Network Pharmacology, Molecular Docking and Experimental Validation to Explore the Effects and Mechanisms of Indirubin on Acute Lymphoblastic Leukemia.",metadata,no_intervention_signal
PMC8326404,Anti-Autophagy Mechanism of Zhi Gan Prescription Based on Network Pharmacology in Nonalcoholic Steatohepatitis Rats.,metadata,no_intervention_signal
PMC9279019,Decoding the Mechanism of Shixiao Powder in Treating Coronary Heart Disease Based on Network Pharmacology and Molecular Docking.,metadata,no_intervention_signal
PMC13212898,Integrating network pharmacology with ex-vivo analysis to assess the effect of IL-2 in halting breast cancer: involvement of Treg/CTLA-4/Blimp-1/caspase-3.,metadata,no_intervention_signal
PMC13083170,"Anti-inflammatory effects of 3PO in asthmatic airway inflammation: an integrated study using network pharmacology, molecular modelling, and &lt;i&gt;in vivo&lt;/i&gt; experiments.",metadata,no_intervention_signal
PMC13125576,Integrative network pharmacology and in vitro validation reveal the mechanisms by which Apigenin reverses MET-TKI resistance in non-small cell lung cancer.,metadata,no_intervention_signal
PMC10713517,System biology mediated assessment of molecular mechanism for sinapic acid against breast cancer: via network pharmacology and molecular dynamic simulation.,metadata,no_intervention_signal
PMC7221665,"Essential Oil Phytocomplex Activity, a Review with a Focus on Multivariate Analysis for a Network Pharmacology-Informed Phytogenomic Approach.",metadata,title_pattern:\breview\b
PMC11995546,Aripiprazole alleviates the high prolactin levels induced by amisulpride via distinct molecular mechanisms: a network pharmacology and molecular docking study.,metadata,no_intervention_signal
PMC7065509,Exploration of the Molecular Mechanism of FUZI (Aconiti Lateralis Radix Praeparata) in Allergic Rhinitis Treatment Based on Network Pharmacology.,metadata,publication_type:review-article journal article
PMC9935822,Network pharmacology and experimental validation to explore the potential mechanism of Sanjie Zhentong Capsule in endometriosis treatment.,metadata,no_intervention_signal
PMC10659655,Exploring the potential mechanism of Kaixinsan powder for the same pathogenesis of PTSD and anxiety based on network pharmacology and molecular docking: A review.,metadata,title_pattern:\breview\b
PMC9124127,A Network Pharmacology Study to Explore the Underlying Mechanism of Safflower (<i>Carthamus tinctorius L.</i>) in the Treatment of Coronary Heart Disease.,metadata,no_intervention_signal
PMC8825547,Network pharmacology analysis and experimental study strategy reveals the potential mechanism of puerarin against rotavirus.,metadata,no_intervention_signal
PMC12751817,"Investigating the clinical efficacy, safety and molecular mechanism of sulforaphane in autism spectrum disorder: an integrated study combining meta-analysis, network pharmacology, and computational biology.",metadata,title_pattern:\bmeta-analysis\b
PMC10850565,Network pharmacology combined with Mendelian randomization analysis to identify the key targets of renin-angiotensin-aldosterone system inhibitors in the treatment of diabetic nephropathy.,metadata,no_intervention_signal
PMC11358934,"Combined Metabolomics and Network Pharmacology Analysis Reveal the Effect of Rootstocks on Anthocyanins, Lipids, and Potential Pharmacological Ingredients of Tarroco Blood Orange (<i>Citrus sinensis</i> L. Osbeck).",metadata,no_intervention_signal
PMC11649391,Systemic mechanism of Panax noteginseng saponins in antiaging based on network pharmacology combined with experimental validation.,metadata,no_intervention_signal
PMC11362716,"Poweromin X Ten, a polyherbal formulation improves male sexual function: <i>In vivo</i> and network pharmacology study.",metadata,no_intervention_signal
PMC9279576,"Total Flavonoids of Drynariae Rhizoma Improve Glucocorticoid-Induced Osteoporosis of Rats: UHPLC-MS-Based Qualitative Analysis, Network Pharmacology Strategy and Pharmacodynamic Validation.",metadata,no_intervention_signal
PMC10507130,Neuroprotective potentials of ferulic acid against intracerebral hemorrhage COVID-19 through using network pharmacology approach and molecular docking analysis.,metadata,no_intervention_signal
PMC10038001,"Critical Response to Article ""Integrated Network Pharmacology and Experimental Validation Approach to Investigate the Mechanisms of Stigmasterol in the Treatment of Rheumatoid Arthritis"" [Letter].",metadata,publication_type:letter comment
PMC9649313,Network Pharmacology and Experimental Validation to Reveal Effects and Mechanisms of Icariin Combined with Nobiletin against Chronic Obstructive Pulmonary Diseases.,metadata,no_intervention_signal
PMC12365428,Combined metformin and exenatide versus only metformin treatments in polycystic ovary syndrome with abdominal obesity and network pharmacology of gene expression: evidence from a randomized clinical trial.,metadata,no_intervention_signal
PMC11026558,Use of bailing capsules (cordyceps sinensis) in the treatment of chronic kidney disease: a meta-analysis and network pharmacology.,metadata,title_pattern:\bmeta-analysis\b
,Research on Active Compounds of Huanglian Jiedu Decoction for the Treatment of Corona Virus Disease 2019 Based on Network Pharmacology and Molecular Docking,metadata,no_pmcid
PMC10540612,"Exploring the mechanism of metformin action in Alzheimer's disease and type 2 diabetes based on network pharmacology, molecular docking, and molecular dynamic simulation.",metadata,no_intervention_signal
,Research on active compounds regarding SGMD for the treatment of COVID-19 based on network pharmacology and molecular docking,metadata,no_pmcid
PMC9750526,Mechanism of Datura metel on sinus bradycardia based on network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC12447748,"Adefovir anticancer potential: Network pharmacology, anti-proliferative and apoptotic effects in HeLa cells.",metadata,no_intervention_signal
PMC12593151,"Exploring the Potential Targets and Protective Agents in Mercury-Induced Anxiety Disorders Using Network Toxicology, Network Pharmacology, and Molecular Docking.",metadata,publication_type:review-article review journal article
PMC12469685,"Integrating Transcriptomics, Network Pharmacology, and Machine Learning to Reveal Transglutaminase 2 (TGM2) as a Key Target Mediating Taurocholate Efficacy in Colitis.",metadata,no_intervention_signal
PMC11128579,Network pharmacology and experimental verification of the mechanism of licochalcone A against <i>Staphylococcus aureus</i> pneumonia.,metadata,no_intervention_signal
PMC9213136,Network Pharmacology and Pharmacological Mechanism of CV-3 in Atrial Fibrillation.,metadata,no_intervention_signal
PMC9268537,"Investigation Driven by Network Pharmacology on Potential Components and Mechanism of DGS, a Natural Vasoprotective Combination, for the Phytotherapy of Coronary Artery Disease.",metadata,no_intervention_signal
PMC8416371,Based on Network Pharmacology to Explore the Potential Bioactive Compounds and Mechanisms of Zuojin Pill for the Treatment of Ulcerative Colitis.,metadata,publication_type:review-article review journal article
PMC12105495,"Exploring the Molecular Mechanism of Hydroxychloroquine Against IgAN Through Network Pharmacology, MD Simulations and Experimental Assessment.",metadata,no_intervention_signal
PMC10210219,Integrating Metabolomics and Network Pharmacology to Explore the Mechanism of Tongmai Yangxin Pills in Ameliorating Doxorubicin-Induced Cardiotoxicity.,metadata,no_intervention_signal
PMC9575740,Network pharmacology study on the potential effect mechanism of Chuanzhi Tongluo Capsule in the treatment of cerebral infarction.,metadata,no_intervention_signal
PMC7328673,Immune system activation by natural products and complex fractions: a network pharmacology approach in cancer treatment.,metadata,publication_type:review-article review journal article
PMC9558611,"Correction to ""Integrated Network Pharmacology Analysis and Serum Metabolomics to Reveal the Antimalaria Mechanism of Artesunate"".",metadata,no_intervention_signal
PMC11431004,"Effects of Curcumin on Radiation/Chemotherapy-Induced Oral Mucositis: Combined Meta-Analysis, Network Pharmacology, Molecular Docking, and Molecular Dynamics Simulation.",metadata,title_pattern:\bmeta-analysis\b
PMC9258700,Mechanisms of Gynostemma pentaphyllum against non-alcoholic fibre liver disease based on network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC12657451,SLC26A9 in triple-negative breast cancer stem cells: a network pharmacology and molecular modeling study.,metadata,publication_type:review-article review journal article
PMC9465410,Exploring the mechanism of YangXue QingNao Wan based on network pharmacology in the treatment of Alzheimer's disease.,metadata,no_intervention_signal
PMC12301349,Exploring the therapeutic mechanism of itraconazole combined with ritonavir on &lt;i&gt;Candida albicans&lt;/i&gt; infection through network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC11866214,"Tetrahydrocurcumin-induced apoptosis of hepatocellular carcinoma cells involves the TP53 signaling pathway, as determined by network pharmacology.",metadata,no_intervention_signal
PMC7809745,Network pharmacology modeling identifies synergistic interaction of therapeutic and toxicological mechanisms for Tripterygium hypoglaucum Hutch.,metadata,no_intervention_signal
PMC10791713,Study on the mechanism of puerarin against osteoarthritis from ferroptosis based on network pharmacology and bioinformatics.,metadata,no_intervention_signal
PMC9553472,Identifying the Effect of Nuanxin Capsules on Myocardial Injury Induced by Chronic Hypoxia via Network Pharmacology Analysis and Experimental Validation.,metadata,no_intervention_signal
PMC10944760,Investigating the multitarget pharmacological mechanism of <i>Rhodiola wallichiana</i> var. <i>cholaensis</i> acting on angina pectoris using combined network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC10517965,Elucidating the molecular mechanisms underlying anti-inflammatory effects of Morchella esculenta in the arachidonic acid metabolic pathway by network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC9935802,Investigation of the Potential Mechanism of <i>Alpinia officinarum</i> Hance in Improving Type 2 Diabetes Mellitus Based on Network Pharmacology and Molecular Docking.,metadata,no_intervention_signal
PMC10980403,Pharmacological effects of the Cassia Seed on atherosclerosis: A meta-analysis based on network pharmacology.,metadata,title_pattern:\bmeta-analysis\b
PMC9249152,Evaluation of the mechanism of Rujiling capsules in the treatment of hyperplasia of mammary glands based on network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC10115829,"Deciphering the mechanisms of Yinlan Tiaozhi capsule in treating hyperlipidemia by combining network pharmacology, molecular docking and experimental verification.",metadata,no_intervention_signal
PMC8994495,Study on the mechanism of Danshen-Guizhi drug pair in the treatment of ovarian cancer based on network pharmacology and <i>in vitro</i> experiment.,metadata,no_intervention_signal
PMC10061593,Integrated Multi-Omics Techniques and Network Pharmacology Analysis to Explore the Material Basis and Mechanism of Simiao Pill in the Treatment of Rheumatoid Arthritis.,metadata,no_intervention_signal
PMC11634586,"Cepharanthine as an effective small cell lung cancer inhibitor: integrated insights from network pharmacology, RNA sequencing, and experimental validation.",metadata,no_intervention_signal
PMC8977335,Study on Mechanism of Yiqi Yangyin Jiedu Recipe Inhibiting Triple Negative Breast Cancer Growth: A Network Pharmacology and <i>In Vitro</i> Verification.,metadata,no_intervention_signal
PMC8714398,Exploration of the Potential Mechanisms of Wumei Pill for the Treatment of Ulcerative Colitis by Network Pharmacology.,metadata,no_intervention_signal
PMC7593742,A Network Pharmacology-Based Identification Study on the Mechanism of Xiao-Xu-Ming Decoction for Cerebral Ischemic Stroke.,metadata,publication_type:review-article review journal article
PMC12069709,Unraveling the molecular mechanisms of paclitaxel in high-grade serous ovarian cancer through network pharmacology.,metadata,no_intervention_signal
PMC9549113,Investigating the cardioprotective effects of Fuzheng Yangxin recipe based on network pharmacology and experimental evaluation.,metadata,no_intervention_signal
PMC11276827,Network Pharmacology and Transcriptomics to Explore the Pharmacological Mechanisms of 20(S)-Protopanaxatriol in the Treatment of Depression.,metadata,no_intervention_signal
PMC7896852,Research on Effect and Mechanism of Xuefu Zhuyu Decoction on CHD Based on Meta-Analysis and Network Pharmacology.,metadata,title_pattern:\bmeta-analysis\b
PMC12183159,A multi-omics study of magnesium sulfate to improve prognosis in sepsis-related encephalopathy: integrating clinical data-driven network pharmacology.,metadata,no_intervention_signal
PMC9188779,Network Pharmacology Analysis and Experimental Validation to Investigate the Mechanism of Total Flavonoids of Rhizoma Drynariae in Treating Rheumatoid Arthritis.,metadata,no_intervention_signal
PMC7351787,A bioinformatics investigation into molecular mechanism of Yinzhihuang granules for treating hepatitis B by network pharmacology and molecular docking verification.,metadata,no_intervention_signal
PMC9576410,Network Pharmacology Analysis and Experimental Validation to Explore the Anti-inflammatory Mechanism of Asiatic Acid on Alcoholic Steatohepatitis.,metadata,no_intervention_signal
PMC9338864,"Mechanism of Danhong Injection in the Treatment of Arrhythmia Based on Network Pharmacology, Molecular Docking, and <i>In Vitro</i> Experiments.",metadata,no_intervention_signal
PMC8846994,A Multi-Target and Multi-Channel Mechanism of Action for Jiawei Yinhuo Tang in the Treatment of Social Communication Disorders in Autism: Network Pharmacology and Molecular Docking Studies.,metadata,no_intervention_signal
PMC10951462,Integrated network pharmacology and phosphoproteomic analyses of Baichanting in Parkinson's disease model mice.,metadata,no_intervention_signal
PMC11458973,A network pharmacology and transcriptome analysis of the therapeutic effects of tea tree oil on the lungs of chicks exposed to hydrogen sulfide.,metadata,no_intervention_signal
PMC12485200,"In Silico exploration of Karanjin for anti-obesity potential through ADMET profiling, network pharmacology, molecular docking, and molecular dynamics simulations.",metadata,no_intervention_signal
PMC12376131,Molecular Mechanism Analysis of the Effect of Hederagenin Combined with L-OHP on Chemosensitivity of AGS/L-OHP based on Network Pharmacology.,metadata,no_intervention_signal
PMC10009170,Niaoduqing alleviates podocyte injury in high glucose model <i>via</i> regulating multiple targets and AGE/RAGE pathway: Network pharmacology and experimental validation.,metadata,no_intervention_signal
PMC9259231,Quantitative Analysis of Multicomponents in Qufeng Zhitong Capsule and Application of Network Pharmacology to Explore the Anti-Inflammatory Activity of Focused Compounds.,metadata,no_intervention_signal
PMC11623962,Molecular Biological Mechanisms of Action of Chrysophanol in Hepatic Stellate Cells Activated by Hepatic B Virus X Based on Network Pharmacology.,metadata,no_intervention_signal
PMC9550451,Exploring the Active Ingredients and Mechanism of Action of Huanglian Huazhuo Capsule for the Treatment of Obese Type-2 Diabetes Mellitus Based on Using Network Pharmacology and Molecular Docking.,metadata,publication_type:review-article review journal article
PMC11434757,"Biomarkers for Health Functional Foods in Metabolic Dysfunction-Associated Steatotic Liver Disorder (MASLD) Prevention: An Integrative Analysis of Network Pharmacology, Gut Microbiota, and Multi-Omics.",metadata,publication_type:review-article review journal article
PMC8270632,Molecular mechanism of reproductive toxicity induced by Tripterygium Wilfordii based on network pharmacology.,metadata,no_intervention_signal
PMC11868730,"Mechanism of β‑sitosterol in treating keloids: Network pharmacology, molecular docking and experimental verification.",metadata,no_intervention_signal
PMC10076809,Exploring the potential targets of the <i>Abrus cantoniensis</i> Hance in the treatment of hepatitis E based on network pharmacology.,metadata,no_intervention_signal
PMC12553910,Proteome-wide and network pharmacology integration identifies sunitinib as a potential therapeutic for type 2 diabetes targets.,metadata,no_intervention_signal
PMC12133450,Exploring the Effect and Mechanism of Liraglutide in Treating Depression Based on Network Pharmacology and Experimental Analysis.,metadata,no_intervention_signal
PMC9822216,Investigating the Mechanisms of Bisdemethoxycurcumin in Ulcerative Colitis: Network Pharmacology and Experimental Verification.,metadata,publication_type:research-article review journal article
PMC10222419,UPLC-QE-Orbitrap-Based Cell Metabolomics and Network Pharmacology to Reveal the Mechanism of N-Benzylhexadecanamide Isolated from Maca (<i>Lepidium meyenii</i> Walp.) against Testicular Dysfunction.,metadata,no_intervention_signal
PMC11402327,Establishing network pharmacology between natural polyphenols and Alzheimer's disease using bioinformatic tools - An advancement in Alzheimer's research.,metadata,no_intervention_signal
PMC12384097,"An Integrated Network Pharmacology, Molecular Docking, Molecular Dynamics Simulation, and Experimental Validation Study to Investigate the Potential Mechanism of Isoliquiritigenin in the Treatment of Ischemic Stroke.",metadata,no_intervention_signal
PMC10063286,Study on the active ingredients and mechanism of action of Jiaotai Pill in the treatment of type 2 diabetes based on network pharmacology: A review.,metadata,title_pattern:\breview\b
PMC11913338,Exploring the mechanism of sunflower seed oil against Alzheimer's disease through experimental and network pharmacology studies.,metadata,no_intervention_signal
PMC8515747,Investigation of anti-osteoporosis mechanisms of Rehmanniae Radix Preparata based on network pharmacology and experimental verification.,metadata,no_intervention_signal
PMC9375695,Study on the Prognosis Effect of Traditional Chinese Medicine Treatment in DR Patients Based on the Perspective of Network Pharmacology.,metadata,title_pattern:\bperspective\b
PMC12148877,Network pharmacology and molecular dynamics simulation reveal antineoplastic potential of Antarctic sponge-derived suberitenones.,metadata,no_intervention_signal
PMC9532093,Exploring the Molecular Mechanism of Tong Xie Yao Fang in Treating Ulcerative Colitis Using Network Pharmacology and Molecular Docking.,metadata,no_intervention_signal
PMC9262105,The Potential Mechanisms of Cinobufotalin Treating Colon Adenocarcinoma by Network Pharmacology.,metadata,no_intervention_signal
PMC9970719,Mechanism of Jiawei Zhengqi Powder in the Treatment of Ulcerative Colitis Based on Network Pharmacology and Molecular Docking.,metadata,no_intervention_signal
PMC11177199,Network pharmacology analysis of Chandraprabha Vati: A new hope for the treatment of Metabolic Syndrome.,metadata,no_intervention_signal
PMC9749856,Detecting potential mechanism of vitamin D in treating rheumatoid arthritis based on network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC9966740,Revealing the Underlying Mechanism of <i>Acacia Nilotica</i> against Asthma from a Systematic Perspective: A Network Pharmacology and Molecular Docking Study.,metadata,title_pattern:\bperspective\b
PMC9866371,Investigation of the Therapeutic Effect of Total Alkaloids of <i>Corydalis saxicola</i> Bunting on CCl<sub>4</sub>-Induced Liver Fibrosis in Rats by LC/MS-Based Metabolomics Analysis and Network Pharmacology.,metadata,no_intervention_signal
PMC9026883,Network Pharmacology Exploration Reveals Gut Microbiota Modulation as a Common Therapeutic Mechanism for Anti-Fatigue Effect Treated with Maca Compounds Prescription.,metadata,no_intervention_signal
PMC10509474,Network pharmacology and experimental verification reveal the mechanism of safranal against glioblastoma (GBM).,metadata,no_intervention_signal
PMC10476600,A NETWORK PHARMACOLOGY-BASED TREATMENT ANALYSIS OF LUTEOLIN FOR REGULATING PYROPTOSIS IN ACUTE LUNG INJURY.,metadata,no_intervention_signal
PMC10195913,Emodin prevents renal ischemia-reperfusion injury via suppression of p53-mediated cell apoptosis based on network pharmacology.,metadata,no_intervention_signal
PMC9551284,Exploring the pharmacological action mechanism of <i>Ligusticum Chuanxiong</i>-<i>Piper Longum</i> couplet medicines on the treatment of migraine based on network pharmacology.,metadata,publication_type:systematic review systematic-review journal article
PMC6630244,Mechanism Investigation of <i>Tagetes patula</i> L. against Chronic Nonbacterial Prostatitis by Metabolomics and Network Pharmacology.,metadata,no_intervention_signal
PMC11111496,"Integrating GEO, network pharmacology, and in vitro assays to explore the pharmacological mechanism of Bruceae Fructus against laryngeal cancer.",metadata,no_intervention_signal
PMC9410695,Mechanism of saikogenin G against major depressive disorder determined by network pharmacology.,metadata,no_intervention_signal
PMC10063801,"Network pharmacology, molecular docking, and experimental validation to explore the potential mechanism of Long Mu Qing Xin mixture for the treatment of attention deficit hyperactivity disorder.",metadata,no_intervention_signal
,Network pharmacology-based active compounds and pharmacological mechanisms of ginseng for depression in post-COVID-19,metadata,no_pmcid
PMC12330028,Empagliflozin targeted the immune-related gene PIK3CA in type 2 diabetes mellitus treatment: network pharmacology analysis and experimental evidence.,metadata,no_intervention_signal
PMC12292302,"Revealing the Improving Effect and Molecular Mechanism of &lt;i&gt;L&lt;/i&gt;-Clausenamide in Combating the Acute Lung Injury: Insights from Network Pharmacology, Molecular Docking, and In Vitro Validation.",metadata,no_intervention_signal
PMC11274073,"The Therapeutic Potential of <i>Dalbergia pinnata</i> (Lour.) Prain Essential Oil in Alzheimer's Disease: EEG Signal Analysis In Vivo, SH-SY5Y Cell Model In Vitro, and Network Pharmacology.",metadata,no_intervention_signal
PMC11799295,"Exploring the antiviral potential of shikimic acid against Chikungunya virus through network pharmacology, molecular docking, and <i>in vitro</i> experiments.",metadata,no_intervention_signal
PMC11765843,Network Pharmacology Approach and Experimental Verification to Explore the Anti-NSCLC Mechanism of Grifolic Acid.,metadata,no_intervention_signal
PMC10641859,Network Pharmacology and Intestinal Microbiota Analysis Revealing the Mechanism of Punicalagin Improving Bacterial Enteritis.,metadata,no_intervention_signal
PMC11440656,Network pharmacology-based investigation and experimental validation of the mechanism of metformin in the treatment of acute myeloid leukemia.,metadata,no_intervention_signal
PMC9487927,Acteoside and ursolic acid synergistically protects H<sub>2</sub>O<sub>2</sub>-induced neurotrosis by regulation of AKT/mTOR signalling: from network pharmacology to experimental validation.,metadata,no_intervention_signal
PMC12133502,"The updated evidence of pirfenidone treated silicosis based on network pharmacology, molecular docking and experimental validation.",metadata,no_intervention_signal
,Study on mechanism of the Hanshi Zufei syndrome formula for COVID-19 based on network pharmacology,metadata,no_pmcid
PMC9409587,A network pharmacology-based approach to explore the therapeutic potential of Sceletium tortuosum in the treatment of neurodegenerative disorders.,metadata,no_intervention_signal
PMC10124026,"Anti-Alzheimers molecular mechanism of icariin: insights from gut microbiota, metabolomics, and network pharmacology.",metadata,no_intervention_signal
PMC8957955,The Antitumor Effect and Mechanism of Total Flavonoids From Coreopsis Tinctoria Nutt (Snow Chrysanthemum) on Lung Cancer Using Network Pharmacology and Molecular Docking.,metadata,no_intervention_signal
PMC9385617,Network pharmacology combined with pharmacodynamics revealed the anti-inflammatory mechanism of Tanreqing capsule against acute-exacerbation chronic obstructive pulmonary disease.,metadata,no_intervention_signal
PMC10572448,Analyzing Active Compounds in <i>Elateriospermum tapos</i> Yogurt for Maternal Obesity: A Network Pharmacology and Molecular Docking Study.,metadata,no_intervention_signal
PMC9240481,Network Pharmacology and <i>In Vitro</i> Experimental Verification Reveal the Mechanism of the Hirudin in Suppressing Myocardial Hypertrophy.,metadata,no_intervention_signal
,Exploration of Anti-Staphylococcus Aureus Activity and Molecular Mechanism of Wuweixiaoduyin using Network Pharmacology Anti-Staphylococcus Aureus Activity of Wuweixiaoduyin using Network Pharmacology,metadata,no_pmcid
PMC12589300,The potential mechanism and immunomodulatory effect of gut microbiota-derived metabolites in the treatment of gastric cancer by integrating network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC8725900,Deciphering the molecular mechanism of tetrandrine in inhibiting hepatocellular carcinoma and increasing sorafenib sensitivity by combining network pharmacology and experimental evaluation.,metadata,no_intervention_signal
PMC12582747,"Identifying potential mechanisms of circadian rhythm-related gene marker prognosis, immune infiltration, and melatonin intervention in thyroid cancer based on bioinformatics and network pharmacology.",metadata,no_intervention_signal
PMC10088531,Network Pharmacology Combined with Experimental Validation Reveals the Anti-tumor Effect of <i>Duchesnea indica</i> against Hepatocellular Carcinoma.,metadata,no_intervention_signal
PMC8016862,Network pharmacology and molecular docking study on the active ingredients of qidengmingmu capsule for the treatment of diabetic retinopathy.,metadata,no_intervention_signal
PMC9008695,Network Pharmacology and Experimental Validation to Reveal the Pharmacological Mechanisms of Chongcaoyishen Decoction Against Chronic Kidney Disease.,metadata,publication_type:review-article review journal article
PMC12664458,Shared and unique therapeutic targets of KarXT and clozapine for schizophrenia treatment revealed by network pharmacology and molecular docking analyses: Implications for differential clinical responses.,metadata,no_intervention_signal
PMC12043806,FAERS based disproportionality analysis and network pharmacology investigation of taxanes associated drug induced liver injury.,metadata,no_intervention_signal
PMC10179348,An Integrative Approach to Investigate the Mode of Action of (-)-Dendroparishiol in Bacterial Meningitis: Computer-Aided Estimation of Biological Activity and Network Pharmacology.,metadata,no_intervention_signal
PMC8741355,The Study of Yin-Chen-Hao-Tang Preventing and Treating Alcoholic Fatty Liver Disease through PPAR Signaling Pathway Based on Network Pharmacology and RNA-Seq Transcriptomics.,metadata,no_intervention_signal
